origin,destin,id,dist,passen,fare,ldist,lfare,ldistsq,concen,lpassen
"COLUMBUS, OH","PORTLAND, OR",453,2.041,0.119,183,7.6211953,5.209486,58.08262,0.39490002,4.7791233
"COLUMBUS, OH","SAN DIEGO, CA",454,1.969,0.228,163,7.585281,5.09375,57.536488,0.17969999,5.4293456
"COLUMBUS, OH","SAN FRANCISCO, CA",455,2.125,0.285,205,7.661527,5.32301,58.698997,0.28350002,5.652489
"COLUMBUS, OH","SEATTLE, WA",456,2.021,0.186,194,7.6113477,5.267858,57.932613,0.372,5.2257466
"COLUMBUS, OH","ST. LOUIS, MO",457,0.41,0.417,89,6.016157,4.4886365,36.194145,0.61509997,6.0330863
"COLUMBUS, OH","TAMPA, FL",458,0.829,0.701,113,6.72022,4.727388,45.161358,0.48290002,6.552508
"COLUMBUS, OH","WASHINGTON, DC",459,0.32,0.467,142,5.768321,4.955827,33.27353,0.58599997,6.1463294
"CORPUS CHRISTI, TX","DALLAS, TX",460,0.352,0.434,103,5.8636312,4.634729,34.38217,0.7358,6.0730443
"CORPUS CHRISTI, TX","HOUSTON, TX",461,0.187,0.42,83,5.2311087,4.4188404,27.364498,0.6936,6.0402546
"DALLAS, TX","DAYTON, OH",462,0.861,0.27,197,6.7580943,5.2832036,45.671837,0.4887,5.598422
"DALLAS, TX","DENVER, CO",463,0.641,1.93,185,6.4630294,5.220356,41.77075,0.37,7.565275
"DALLAS, TX","DES MOINES, IA",464,0.624,0.153,214,6.4361506,5.365976,41.424034,0.65269995,5.030438
"DALLAS, TX","DETROIT, MI",465,0.987,0.921,246,6.89467,5.5053315,47.536476,0.4818,6.82546
"DALLAS, TX","EL PASO, TX",466,0.562,1.026,114,6.331502,4.7361984,40.087917,0.6388,6.933423
"DALLAS, TX","FT. LAUDERDALE, FL",467,1.119,0.616,207,7.0201907,5.332719,49.283077,0.48720002,6.423247
"DALLAS, TX","HARLINGEN, TX",468,0.458,0.377,121,6.126869,4.7957907,37.538525,0.8889,5.9322453
"DALLAS, TX","HARTFORD, CT",469,1.471,0.386,295,7.293698,5.6869755,53.19803,0.6143,5.9558372
"DALLAS, TX","HOUSTON, TX",470,0.236,5.421,84,5.463832,4.4308167,29.853458,0.68160003,8.598036
"DALLAS, TX","INDIANAPOLIS, IN",471,0.762,0.421,250,6.6359468,5.521461,44.03579,0.6422,6.042633
"DALLAS, TX","JACKSON, MS",472,0.408,0.183,136,6.011267,4.912655,36.135334,0.5202,5.209486
"DALLAS, TX","JACKSONVILLE, FL",473,0.92,0.36,157,6.8243737,5.056246,46.572075,0.52099997,5.886104
"DALLAS, TX","KANSAS CITY, MO",474,0.46,1.112,150,6.1312265,5.0106354,37.591938,0.7786,7.0139155
"DALLAS, TX","LAS VEGAS, NV",475,1.055,1.5,167,6.961296,5.117994,48.459644,0.3344,7.3132205
"DALLAS, TX","LITTLE ROCK, AR",476,0.296,0.869,78,5.6903596,4.356709,32.38019,0.67410004,6.767343
"DALLAS, TX","LONG BEACH, CA",477,1.22,0.509,191,7.106606,5.2522736,50.50385,0.9438,6.232448
"DALLAS, TX","LOS ANGELES, CA",478,1.235,1.677,266,7.1188264,5.583496,50.67769,0.4387,7.424762
"DALLAS, TX","LOUISVILLE, KY",479,0.734,0.253,245,6.598509,5.5012584,43.540318,0.47939998,5.5333896
"DALLAS, TX","LUBBOCK, TX",480,0.293,0.909,76,5.6801724,4.3307333,32.26436,0.83910006,6.812345
"DALLAS, TX","MEMPHIS, TN",481,0.432,0.306,232,6.0684257,5.4467373,36.82579,0.5586,5.723585
"DALLAS, TX","MIAMI, FL",482,1.121,0.528,240,7.0219765,5.480639,49.308155,0.7639,6.2690964
"DALLAS, TX","MIDLAND/ODESSA, TX",483,0.319,0.65,77,5.765191,4.3438053,33.237427,0.8661,6.4769726
"DALLAS, TX","MILWAUKEE, WI",484,0.853,0.387,221,6.7487597,5.398163,45.545757,0.5374,5.9584246
"DALLAS, TX","MINNEAPOLIS, MN",485,0.852,1.03,229,6.7475867,5.433722,45.529926,0.4012,6.937314
"DALLAS, TX","MISSION/MCALLEN, TX",486,0.468,0.157,153,6.1484685,5.030438,37.803665,0.816,5.056246
"DALLAS, TX","NASHVILLE, TN",487,0.631,0.495,232,6.4473057,5.4467373,41.56775,0.5894,6.204558
"DALLAS, TX","NEW ORLEANS, LA",488,0.437,1.309,111,6.079933,4.7095304,36.965588,0.6742,7.1770186
"DALLAS, TX","NEW YORK, NY",489,1.383,3.551,333,7.2320104,5.8081427,52.301975,0.54080003,8.174985
"DALLAS, TX","NORFOLK, VA",490,1.213,0.197,210,7.100852,5.3471074,50.4221,0.6233,5.2832036
"DALLAS, TX","OAKLAND, CA",491,1.456,0.395,360,7.283448,5.886104,53.04862,0.53650004,5.9788857
"DALLAS, TX","OKLAHOMA CITY, OK",492,0.181,0.593,81,5.198497,4.394449,27.024368,0.7129,6.3851943
"DALLAS, TX","OMAHA, NE",493,0.583,0.207,269,6.368187,5.5947113,40.553806,0.752,5.332719
"DALLAS, TX","ONTARIO, CA",494,1.189,0.311,257,7.080868,5.549076,50.138687,0.4799,5.739793
"DALLAS, TX","ORLANDO, FL",495,0.984,1.282,188,6.891626,5.236442,47.494507,0.4285,7.1561766
"DALLAS, TX","PHILADELPHIA, PA",496,1.302,1.006,307,7.1716566,5.7268476,51.43266,0.5097,6.9137373
"DALLAS, TX","PHOENIX, AZ",497,0.868,1.123,254,6.7661915,5.5373344,45.781345,0.5022,7.023759
"DALLAS, TX","PITTSBURGH, PA",498,1.069,0.379,293,6.9744787,5.6801724,48.643353,0.4255,5.9375362
"DALLAS, TX","PORTLAND, OR",499,1.616,0.417,313,7.387709,5.7462034,54.578247,0.4057,6.0330863
"DALLAS, TX","RALEIGH/DURHAM, NC",500,1.062,0.562,281,6.9679093,5.638355,48.55176,0.6871,6.331502
"DALLAS, TX","RENO, NV",501,1.346,0.223,186,7.2048926,5.2257466,51.910477,0.5778,5.4071717
"DALLAS, TX","RICHMOND, VA",502,1.158,0.249,285,7.0544496,5.652489,49.76526,0.6681,5.5174527
"DALLAS, TX","SACRAMENTO, CA",503,1.431,0.27,341,7.266129,5.8318825,52.79663,0.49150002,5.598422
"DALLAS, TX","SALT LAKE CITY, UT",504,0.988,0.473,248,6.895683,5.5134287,47.55044,0.4998,6.1590953
"DALLAS, TX","SAN ANTONIO, TX",505,0.248,2.113,85,5.5134287,4.4426513,30.397896,0.7637,7.6558642
"DALLAS, TX","SAN DIEGO, CA",506,1.171,0.671,282,7.0656133,5.641907,49.92289,0.6113,6.508769
"DALLAS, TX","SAN FRANCISCO, CA",507,1.464,1.089,369,7.2889276,5.9107966,53.128464,0.5557,6.9930153
"DALLAS, TX","SAN JOSE, CA",508,1.438,0.75,444,7.2710085,6.0958247,52.867565,0.7635,6.6200733
"DALLAS, TX","SANTA ANA, CA",509,1.205,0.496,332,7.094235,5.805135,50.32817,0.72,6.206576
"DALLAS, TX","SEATTLE, WA",510,1.66,0.808,332,7.4145727,5.805135,54.975887,0.50189996,6.694562
"DALLAS, TX","ST. LOUIS, MO",511,0.551,0.809,239,6.3117347,5.4764633,39.837994,0.4182,6.695799
"DALLAS, TX","TAMPA, FL",512,0.929,0.831,217,6.834109,5.379897,46.705044,0.4286,6.72263
"DALLAS, TX","TUCSON, AZ",513,0.813,0.272,238,6.7007313,5.4722705,44.8998,0.7278,5.605802
"DALLAS, TX","TULSA, OK",514,0.237,1.034,78,5.46806,4.356709,29.899681,0.6522,6.9411902
"DALLAS, TX","WASHINGTON, DC",515,1.183,1.953,291,7.075809,5.673323,50.067074,0.5737,7.5771217
"DALLAS, TX","WEST PALM BEACH, FL",516,1.104,0.231,226,7.0066953,5.420535,49.09378,0.6543,5.4424176
"DALLAS, TX","WICHITA, KS",517,0.328,0.183,150,5.7930136,5.0106354,33.559006,0.8903,5.209486
"DAYTON, OH","LOS ANGELES, CA",518,1.93,0.142,239,7.565275,5.4764633,57.233387,0.3417,4.955827
"DAYTON, OH","NEW YORK, NY",519,0.535,0.304,188,6.2822666,5.236442,39.466873,0.42209998,5.7170277
"DAYTON, OH","ORLANDO, FL",520,0.809,0.253,128,6.695799,4.8520303,44.83372,0.3275,5.5333896
"DAYTON, OH","WASHINGTON, DC",521,0.389,0.282,214,5.963579,5.365976,35.564278,0.8595,5.641907
"DAYTONA BEACH, FL","NEW YORK, NY",522,0.884,0.217,143,6.784457,4.962845,46.02886,0.68230003,5.379897
"DENVER, CO","DES MOINES, IA",523,0.59,0.121,228,6.3801227,5.4293456,40.705967,0.83419997,4.7957907
"DENVER, CO","DETROIT, MI",524,1.124,0.553,263,7.024649,5.572154,49.345695,0.4318,6.315358
"DENVER, CO","FT. LAUDERDALE, FL",525,1.706,0.298,229,7.441907,5.433722,55.381977,0.2201,5.6970935
"DENVER, CO","HARTFORD, CT",526,1.673,0.217,293,7.422374,5.6801724,55.091633,0.5245,5.379897
"DENVER, CO","HOUSTON, TX",527,0.862,1.031,277,6.7592554,5.6240177,45.687534,0.45049998,6.9382844
"DENVER, CO","INDIANAPOLIS, IN",528,0.977,0.335,231,6.8844867,5.4424176,47.396156,0.6294,5.8141303
"DENVER, CO","KANSAS CITY, MO",529,0.533,1.161,125,6.2785215,4.828314,39.419834,0.42060003,7.057037
"DENVER, CO","LAS VEGAS, NV",530,0.629,1.453,140,6.4441314,4.9416423,41.52683,0.4966,7.281386
"DENVER, CO","LOS ANGELES, CA",531,0.862,2.138,212,6.7592554,5.3565865,45.687534,0.5968,7.667626
"DENVER, CO","MIAMI, FL",532,1.71,0.444,274,7.4442487,5.613128,55.41684,0.472,6.0958247
"DENVER, CO","MILWAUKEE, WI",533,0.896,0.319,197,6.7979403,5.2832036,46.21199,0.4685,5.765191
"DENVER, CO","MINNEAPOLIS, MN",534,0.68,1.497,125,6.522093,4.828314,42.537693,0.491,7.3112183
"DENVER, CO","NASHVILLE, TN",535,1.014,0.199,273,6.921658,5.609472,47.90935,0.5978,5.293305
"DENVER, CO","NEW ORLEANS, LA",536,1.063,0.367,221,6.9688506,5.398163,48.56488,0.4431,5.9053617
"DENVER, CO","NEW YORK, NY",537,1.614,2.413,273,7.386471,5.609472,54.55995,0.5927,7.788626
"DENVER, CO","OAKLAND, CA",538,0.957,0.347,297,6.8638034,5.6937323,47.111797,0.90230006,5.8493247
"DENVER, CO","OKLAHOMA CITY, OK",539,0.495,0.201,222,6.204558,5.4026775,38.49654,0.83199996,5.3033047
"DENVER, CO","OMAHA, NE",540,0.472,0.446,165,6.156979,5.1059456,37.90839,0.5156,6.100319
"DENVER, CO","ONTARIO, CA",541,0.819,0.261,220,6.708084,5.3936276,44.998394,0.7538,5.5645204
"DENVER, CO","ORLANDO, FL",542,1.545,0.91,230,7.342779,5.4380794,53.916405,0.4013,6.8134446
"DENVER, CO","PHILADELPHIA, PA",543,1.558,0.62,297,7.351158,5.6937323,54.039528,0.4802,6.4297194
"DENVER, CO","PHOENIX, AZ",544,0.602,1.693,185,6.4002576,5.220356,40.9633,0.49,7.4342575
"DENVER, CO","PITTSBURGH, PA",545,1.291,0.318,259,7.1631722,5.556828,51.311035,0.53900003,5.7620516
"DENVER, CO","PORTLAND, OR",546,0.992,0.749,209,6.899723,5.3423343,47.60618,0.682,6.618739
"DENVER, CO","RALEIGH/DURHAM, NC",547,1.438,0.248,269,7.2710085,5.5947113,52.867565,0.24120001,5.5134287
"DENVER, CO","RENO, NV",548,0.805,0.187,216,6.690842,5.3752785,44.76737,0.6632,5.2311087
"DENVER, CO","SACRAMENTO, CA",549,0.91,0.399,248,6.8134446,5.5134287,46.423027,0.84410006,5.988961
"DENVER, CO","SALT LAKE CITY, UT",550,0.391,1.013,148,5.9687076,4.9972124,35.62547,0.42150003,6.9206715
"DENVER, CO","SAN ANTONIO, TX",551,0.795,0.3,234,6.6783423,5.4553213,44.600258,0.4385,5.7037826
"DENVER, CO","SAN DIEGO, CA",552,0.853,0.939,194,6.7487597,5.267858,45.545757,0.57310003,6.8448153
"DENVER, CO","SAN FRANCISCO, CA",553,0.967,1.916,233,6.8741984,5.4510384,47.254604,0.71849996,7.557995
"DENVER, CO","SAN JOSE, CA",554,0.948,0.858,289,6.8543544,5.6664267,46.982174,0.6998,6.754604
"DENVER, CO","SANTA ANA, CA",555,0.846,0.546,255,6.7405195,5.5412636,45.434605,0.8808,6.302619
"DENVER, CO","SEATTLE, WA",556,1.024,1.241,225,6.931472,5.4161005,48.045303,0.66110003,7.123673
"DENVER, CO","SPOKANE, WA",557,0.837,0.15,221,6.729824,5.398163,45.29053,0.7573,5.0106354
"DENVER, CO","ST. LOUIS, MO",558,0.77,0.476,253,6.6463904,5.5333896,44.174507,0.5368,6.1654177
"DENVER, CO","TAMPA, FL",559,1.507,0.427,247,7.3178763,5.5093884,53.551315,0.3838,6.056784
"DENVER, CO","TUCSON, AZ",560,0.639,0.232,203,6.4599047,5.313206,41.73037,0.7293,5.4467373
"DENVER, CO","TULSA, OK",561,0.541,0.183,258,6.2934194,5.5529594,39.60713,0.7542,5.209486
"DENVER, CO","WASHINGTON, DC",562,1.454,1.348,292,7.2820735,5.676754,53.028595,0.6656,7.2063775
"DENVER, CO","WICHITA, KS",563,0.419,0.095,245,6.037871,5.5012584,36.455883,0.97370005,4.553877
"DES MOINES, IA","LAS VEGAS, NV",564,1.218,0.126,161,7.104965,5.081404,50.48053,0.4273,4.836282
"DES MOINES, IA","ORLANDO, FL",565,1.143,0.132,152,7.041412,5.0238805,49.581482,0.2947,4.882802
"DES MOINES, IA","PHOENIX, AZ",566,1.152,0.107,170,7.049255,5.1357985,49.691994,0.465,4.6728287
"DETROIT, MI","FT. LAUDERDALE, FL",567,1.127,0.832,151,7.0273147,5.0172796,49.383152,0.5174,6.7238326
"DETROIT, MI","FT. MYERS, FL",568,1.085,0.846,152,6.989335,5.0238805,48.850803,0.542,6.7405195
"DETROIT, MI","HARTFORD, CT",569,0.548,0.252,251,6.3062754,5.525453,39.769108,0.7498,5.529429
"DETROIT, MI","HOUSTON, TX",570,1.077,0.676,190,6.9819345,5.247024,48.74741,0.4188,6.516193
"DETROIT, MI","INDIANAPOLIS, IN",571,0.231,0.494,151,5.4424176,5.0172796,29.61991,0.9497,6.2025356
"DETROIT, MI","JACKSONVILLE, FL",572,0.815,0.229,182,6.703188,5.2040067,44.932728,0.71459997,5.433722
"DETROIT, MI","KANSAS CITY, MO",573,0.63,0.471,155,6.4457197,5.043425,41.547302,0.6715,6.154858
"DETROIT, MI","LAS VEGAS, NV",574,1.75,1.645,159,7.467371,5.0689044,55.76163,0.5411,7.4054956
"DETROIT, MI","LOS ANGELES, CA",575,1.979,1.28,253,7.590347,5.5333896,57.613365,0.48529997,7.1546154
"DETROIT, MI","LOUISVILLE, KY",576,0.306,0.268,161,5.723585,5.081404,32.759426,0.8236,5.590987
"DETROIT, MI","MEMPHIS, TN",577,0.61,0.181,254,6.413459,5.5373344,41.132454,0.8518,5.198497
"DETROIT, MI","MIAMI, FL",578,1.145,0.504,184,7.04316,5.214936,49.606102,0.7073,6.222576
"DETROIT, MI","MILWAUKEE, WI",579,0.238,0.391,164,5.4722705,5.0998664,29.945744,0.97379994,5.9687076
"DETROIT, MI","MINNEAPOLIS, MN",580,0.528,1.002,175,6.2690964,5.164786,39.30157,0.79370004,6.9097533
"DETROIT, MI","MYRTLE BEACH, SC",581,0.636,0.202,100,6.455199,4.6051702,41.66959,0.9188,5.3082676
"DETROIT, MI","NASHVILLE, TN",582,0.457,0.756,112,6.1246834,4.7184987,37.511745,0.6971,6.6280413
"DETROIT, MI","NEW ORLEANS, LA",583,0.926,0.313,177,6.8308744,5.17615,46.660847,0.6875,5.7462034
"DETROIT, MI","NEW YORK, NY",584,0.495,2.646,187,6.204558,5.2311087,38.49654,0.7104,7.8808045
"DETROIT, MI","OKLAHOMA CITY, OK",585,0.902,0.135,169,6.8046145,5.1298985,46.30278,0.3749,4.905275
"DETROIT, MI","ORLANDO, FL",586,0.957,1.601,146,6.8638034,4.983607,47.111797,0.551,7.3783836
"DETROIT, MI","PHILADELPHIA, PA",587,0.453,0.78,190,6.115892,5.247024,37.404133,0.5807,6.659294
"DETROIT, MI","PHOENIX, AZ",588,1.671,1.069,185,7.4211774,5.220356,55.073875,0.5015,6.9744787
"DETROIT, MI","PITTSBURGH, PA",589,0.201,0.203,252,5.3033047,5.529429,28.12504,0.5155,5.313206
"DETROIT, MI","PORTLAND, OR",590,1.955,0.202,289,7.5781455,5.6664267,57.428288,0.4389,5.3082676
"DETROIT, MI","RALEIGH/DURHAM, NC",591,0.501,0.401,174,6.216606,5.159055,38.64619,0.64449996,5.9939613
"DETROIT, MI","RENO, NV",592,1.906,0.082,199,7.552762,5.293305,57.044216,0.3165,4.406719
"DETROIT, MI","SALT LAKE CITY, UT",593,1.483,0.186,204,7.301822,5.31812,53.31661,0.6179,5.2257466
"DETROIT, MI","SAN ANTONIO, TX",594,1.218,0.192,197,7.104965,5.2832036,50.48053,0.2508,5.2574954
"DETROIT, MI","SAN DIEGO, CA",595,1.958,0.443,241,7.579679,5.484797,57.451534,0.35529998,6.0935698
"DETROIT, MI","SAN FRANCISCO, CA",596,2.08,0.646,341,7.6401234,5.8318825,58.371487,0.541,6.4707994
"DETROIT, MI","SAN JOSE, CA",597,2.066,0.189,270,7.6333694,5.598422,58.26833,0.2337,5.241747
"DETROIT, MI","SANTA ANA, CA",598,1.962,0.198,324,7.58172,5.7807436,57.482475,0.4225,5.288267
"DETROIT, MI","SARASOTA, FL",599,1.024,0.075,186,6.931472,5.2257466,48.045303,0.39240003,4.317488
"DETROIT, MI","SEATTLE, WA",600,1.928,0.388,289,7.5642385,5.6664267,57.217705,0.58959997,5.961005
"DETROIT, MI","ST. LOUIS, MO",601,0.44,1.043,95,6.086775,4.553877,37.04883,0.352,6.9498563
"DETROIT, MI","TAMPA, FL",602,0.983,1.138,150,6.8906093,5.0106354,47.480495,0.52959996,7.037028
"DETROIT, MI","WASHINGTON, DC",603,0.4,0.728,229,5.9914646,5.433722,35.897648,0.85580003,6.590301
"DETROIT, MI","WEST PALM BEACH, FL",604,1.087,0.513,156,6.991177,5.049856,48.876556,0.552,6.240276
"DETROIT, MI","WHITE PLAINS, NY",605,0.505,0.195,237,6.2245584,5.46806,38.745125,0.9286,5.273
"EL PASO, TX","HOUSTON, TX",606,0.677,0.372,159,6.517671,5.0689044,42.480038,0.6358,5.918894
"EL PASO, TX","LAS VEGAS, NV",607,0.584,0.423,100,6.369901,4.6051702,40.57564,0.66260004,6.0473723
"EL PASO, TX","LOS ANGELES, CA",608,0.714,0.425,133,6.570883,4.890349,43.176502,0.8586,6.052089
"EL PASO, TX","ONTARIO, CA",609,0.671,0.116,132,6.508769,4.882802,42.364075,0.6511,4.75359
"EL PASO, TX","PHOENIX, AZ",610,0.347,0.561,68,5.8493247,4.2195077,34.2146,0.8143,6.329721
"EL PASO, TX","SAN ANTONIO, TX",611,0.496,0.351,113,6.206576,4.727388,38.521584,0.943,5.8607864
"EL PASO, TX","SAN DIEGO, CA",612,0.636,0.204,135,6.455199,4.905275,41.66959,0.8108,5.31812
"EUGENE, OR","SAN FRANCISCO, CA",613,0.451,0.231,138,6.1114674,4.9272537,37.350033,0.9732,5.4424176
"FT. LAUDERDALE, FL","HARTFORD, CT",614,1.174,0.77,120,7.068172,4.787492,49.959057,0.5054,6.6463904
"FT. LAUDERDALE, FL","HOUSTON, TX",615,0.965,0.444,180,6.872128,5.192957,47.226143,0.638,6.0958247
"FT. LAUDERDALE, FL","INDIANAPOLIS, IN",616,1.006,0.434,130,6.9137373,4.8675346,47.799763,0.5197,6.0730443
"FT. LAUDERDALE, FL","ISLIP/LONG ISLAND, NY",617,1.093,0.8,121,6.9966817,4.7957907,48.953556,0.6504,6.684612
"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,0.318,0.847,67,5.7620516,4.204693,33.201237,0.99410003,6.7417006
"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1.244,0.206,165,7.126087,5.1059456,50.78112,0.2644,5.327876
"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2.175,0.483,174,7.684784,5.159055,59.055904,0.4901,6.1800165
"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2.343,0.67,222,7.759187,5.4026775,60.204987,0.32990003,6.5072775
"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,0.897,0.157,141,6.799056,4.94876,46.22716,0.4768,5.056246
"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1.246,0.192,153,7.1276937,5.030438,50.804016,0.2531,5.2574954
"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1.49,0.266,219,7.3065314,5.389072,53.385403,0.5157,5.583496
"FT. LAUDERDALE, FL","NASHVILLE, TN",625,0.793,0.395,141,6.675823,4.94876,44.566616,0.77459997,5.9788857
"FT. LAUDERDALE, FL","NEW ORLEANS, LA",626,0.673,0.372,142,6.5117455,4.955827,42.40283,0.72480005,5.918894
"FT. LAUDERDALE, FL","NEW YORK, NY",627,1.073,8.497,128,6.978214,4.8520303,48.69547,0.2742,9.047468
"FT. LAUDERDALE, FL","NEWBURGH, NY",628,1.122,0.055,147,7.022868,4.9904327,49.32068,0.7922,4.0073333
"FT. LAUDERDALE, FL","ORLANDO, FL",629,0.178,0.831,73,5.1817837,4.2904596,26.850882,0.8071,6.72263
"FT. LAUDERDALE, FL","PHILADELPHIA, PA",630,0.992,1.311,131,6.899723,4.8751974,47.60618,0.7543,7.1785455
"FT. LAUDERDALE, FL","PHOENIX, AZ",631,1.975,0.324,210,7.5883236,5.3471074,57.582657,0.29659998,5.7807436
"FT. LAUDERDALE, FL","PITTSBURGH, PA",632,0.994,0.395,157,6.901737,5.056246,47.633976,0.84139997,5.9788857
"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1.189,0.395,132,7.080868,4.882802,50.138687,0.46240002,5.9788857
"FT. LAUDERDALE, FL","RALEIGH/DURHAM, NC",634,0.68,0.492,122,6.522093,4.804021,42.537693,0.6486,6.1984787
"FT. LAUDERDALE, FL","SAN FRANCISCO, CA",635,2.587,0.294,248,7.858254,5.5134287,61.752155,0.3818,5.68358
"FT. LAUDERDALE, FL","ST. LOUIS, MO",636,1.057,0.358,199,6.96319,5.293305,48.486015,0.50060004,5.880533
"FT. LAUDERDALE, FL","TAMPA, FL",637,0.197,1.37,68,5.2832036,4.2195077,27.912241,0.9343,7.222566
"FT. LAUDERDALE, FL","WASHINGTON, DC",638,0.9,1.188,125,6.802395,4.828314,46.272575,0.4893,7.0800266
"FT. MYERS, FL","HARTFORD, CT",639,1.181,0.232,137,7.0741167,4.919981,50.04313,0.4427,5.4467373
"FT. MYERS, FL","INDIANAPOLIS, IN",640,0.946,0.465,140,6.8522425,4.9416423,46.953228,0.7507,6.1420374
"FT. MYERS, FL","KANSAS CITY, MO",641,1.158,0.114,164,7.0544496,5.0998664,49.76526,0.39349997,4.7361984
"FT. MYERS, FL","MILWAUKEE, WI",642,1.185,0.243,152,7.077498,5.0238805,50.090977,0.2713,5.4930615
"FT. MYERS, FL","MINNEAPOLIS, MN",643,1.417,0.4,180,7.256297,5.192957,52.653847,0.5884,5.9914646
"FT. MYERS, FL","NEW YORK, NY",644,1.068,1.381,148,6.973543,4.9972124,48.630302,0.3401,7.230563
"FT. MYERS, FL","PHILADELPHIA, PA",645,0.992,0.423,151,6.899723,5.0172796,47.60618,0.84330004,6.0473723
"FT. MYERS, FL","PITTSBURGH, PA",646,0.967,0.27,146,6.8741984,4.983607,47.254604,0.82919997,5.598422
"FT. MYERS, FL","PROVIDENCE, RI",647,1.203,0.152,148,7.0925736,4.9972124,50.3046,0.5765,5.0238805
"FT. MYERS, FL","ST. LOUIS, MO",648,0.98,0.167,182,6.8875527,5.2040067,47.43838,0.84400004,5.117994
"FT. MYERS, FL","WASHINGTON, DC",649,0.893,0.24,154,6.7945867,5.0369525,46.16641,0.4582,5.480639
"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1.645,0.156,176,7.4054956,5.170484,54.841366,0.7058,5.049856
"GRAND RAPIDS, MI","NEW YORK, NY",651,0.613,0.235,196,6.418365,5.278115,41.195408,0.3435,5.4595857
"GRAND RAPIDS, MI","ORLANDO, FL",652,1.024,0.233,157,6.931472,5.056246,48.045303,0.4486,5.4510384
"GREENSBORO, NC","HOUSTON, TX",653,0.987,0.166,184,6.89467,5.214936,47.536476,0.5559,5.1119876
"GREENSBORO, NC","NEW YORK, NY",654,0.46,0.972,163,6.1312265,5.09375,37.591938,0.4611,6.879356
"GREENSBORO, NC","ORLANDO, FL",655,0.535,0.348,105,6.2822666,4.65396,39.466873,0.66980004,5.8522024
"GREENSBORO, NC","PHILADELPHIA, PA",656,0.365,0.254,173,5.8998976,5.1532917,34.808792,0.9444,5.5373344
"HARLINGEN, TX","HOUSTON, TX",657,0.276,0.528,74,5.620401,4.304065,31.588907,0.9029,6.2690964
"HARLINGEN, TX","SAN ANTONIO, TX",658,0.233,0.198,78,5.4510384,4.356709,29.71382,0.99230003,5.288267
"HARRISBURG, PA","ORLANDO, FL",659,0.852,0.163,153,6.7475867,5.030438,45.529926,0.766,5.09375
"HARTFORD, CT","HOUSTON, TX",660,1.509,0.253,253,7.3192024,5.5333896,53.570724,0.4413,5.5333896
"HARTFORD, CT","LOS ANGELES, CA",661,2.527,0.494,247,7.8347883,5.5093884,61.383907,0.3607,6.2025356
"HARTFORD, CT","MIAMI, FL",662,1.194,0.19,165,7.0850644,5.1059456,50.19814,0.3703,5.247024
"HARTFORD, CT","MINNEAPOLIS, MN",663,1.051,0.235,355,6.9574976,5.872118,48.406773,0.7644,5.4595857
"HARTFORD, CT","ORLANDO, FL",664,1.05,1.644,110,6.9565454,4.7004805,48.393524,0.49040002,7.4048877
"HARTFORD, CT","PHILADELPHIA, PA",665,0.196,0.264,272,5.278115,5.605802,27.858496,0.99300003,5.575949
"HARTFORD, CT","PHOENIX, AZ",666,2.214,0.384,196,7.702556,5.278115,59.329372,0.29,5.9506426
"HARTFORD, CT","PITTSBURGH, PA",667,0.406,0.257,246,6.0063534,5.5053315,36.076283,0.9419,5.549076
"HARTFORD, CT","RALEIGH/DURHAM, NC",668,0.532,0.375,133,6.2766433,4.890349,39.39625,0.685,5.926926
"HARTFORD, CT","SAN FRANCISCO, CA",669,2.627,0.268,366,7.8735976,5.902633,61.993538,0.4779,5.590987
"HARTFORD, CT","SEATTLE, WA",670,2.437,0.161,276,7.798523,5.620401,60.81696,0.2732,5.081404
"HARTFORD, CT","ST. LOUIS, MO",671,0.958,0.23,245,6.8648477,5.5012584,47.126133,0.5437,5.4380794
"HARTFORD, CT","TAMPA, FL",672,1.111,0.552,130,7.0130157,4.8675346,49.18239,0.513,6.313548
"HARTFORD, CT","WASHINGTON, DC",673,0.314,0.512,166,5.749393,5.1119876,33.05552,0.6476,6.2383246
"HARTFORD, CT","WEST PALM BEACH, FL",674,1.133,0.675,130,7.0326242,4.8675346,49.457806,0.608,6.514713
"HOUSTON, TX","INDIANAPOLIS, IN",675,0.846,0.368,166,6.7405195,5.1119876,45.434605,0.6303,5.908083
"HOUSTON, TX","JACKSON, MS",676,0.359,0.314,75,5.8833222,4.317488,34.61348,0.8078,5.749393
"HOUSTON, TX","JACKSONVILLE, FL",677,0.818,0.237,165,6.7068624,5.1059456,44.982002,0.5912,5.46806
"HOUSTON, TX","KANSAS CITY, MO",678,0.644,0.569,157,6.4676986,5.056246,41.831123,0.5061,6.3438807
"HOUSTON, TX","LAS VEGAS, NV",679,1.229,1.119,162,7.113956,5.0875964,50.608368,0.46130002,7.0201907
"HOUSTON, TX","LITTLE ROCK, AR",680,0.392,0.312,113,5.971262,4.727388,35.655968,0.6454,5.7430034
